ARRIVAL TIME,BURST TIME,PRIORITY
2133,22,1
2133,55,3
2133,73,3
2134,37,2
2135,81,2
2136,50,2
2137,42,1
2138,45,2
2138,63,1
2138,68,1
2138,87,1
2138,67,2
2139,33,2
2140,49,2
2140,95,1
2140,45,3
2141,20,3
2141,58,1
2141,81,3
2142,79,3
2142,21,3
2142,88,3
2142,10,2
2142,43,1
2142,33,2
2142,20,2
2142,46,1
2142,22,2
2142,55,3
2143,39,1
2144,58,1
2144,28,3
2145,7,1
2145,29,2
2145,80,3
2146,1,3
2146,57,1
2146,77,2
2146,21,3
2146,31,2
2147,51,1
2148,58,3
2149,82,3
2149,60,2
2150,15,1
2151,3,3
2152,61,2
2152,22,1
2153,50,3
2154,47,2
2154,89,2
2154,79,1
2154,49,3
2155,13,2
2155,56,1
2156,4,3
2156,88,2
2156,13,3
2156,2,3
2157,87,3
2157,72,3
2157,28,2
2158,95,2
2158,5,3
2158,34,2
2159,37,2
2160,23,3
2160,77,2
2160,5,3
2161,23,2
2161,7,3
2161,48,3
2161,66,3
2161,38,2
2161,31,2
2162,55,2
2163,13,1
2164,27,3
2164,84,2
2164,78,1
2165,67,3
2165,67,2
2165,79,1
2165,18,2
2165,18,3
2165,65,1
2166,99,3
2167,62,1
2168,69,2
2168,92,2
2168,2,2
2168,82,1
2168,3,2
2168,45,1
2169,65,2
2170,15,3
2170,86,2
2171,6,1
2172,56,2
2172,53,1
2172,95,2
2172,38,1
2172,16,2
2172,11,3
2172,35,2
2173,17,1
2174,54,2
2175,9,1
2176,4,3
2177,95,3
2177,94,1
2178,45,3
2178,37,1
2179,51,1
2179,10,2
2179,29,2
2179,27,2
2179,39,3
2180,67,3
2180,59,2
2181,23,3
2181,25,2
2182,30,3
2182,81,1
2183,41,2
2184,69,2
2185,43,2
2185,27,1
2185,48,2
2186,55,3
2186,74,2
2186,86,3
2186,5,3
2187,53,2
2187,90,1
2187,41,1
2187,64,3
2187,97,2
2188,85,1
2189,92,3
2189,89,1
2190,75,1
2191,12,1
2192,0,3
2192,0,3
2193,93,2
2193,56,1
2194,46,3
2195,56,2
2196,54,3
2196,58,1
2197,83,1
2198,18,2
2199,96,1
2200,23,1
2200,98,1
2201,99,3
2201,25,2
2201,93,2
2201,92,1
2202,45,1
2203,68,2
2204,66,3
2205,94,3
2206,86,1
2206,76,3
2207,20,3
2208,77,2
2208,43,3
2208,25,2
2209,13,1
2209,54,2
2210,55,2
2210,3,1
2210,79,3
2211,74,2
2212,61,2
2212,27,2
2213,59,1
2213,90,1
2213,98,1
2214,61,2
2215,90,1
2216,36,3
2217,6,3
2218,57,3
2218,17,3
2219,46,2
2219,1,2
2219,5,1
2219,11,1
2219,73,3
2219,64,2
2219,50,2
2219,40,1
2219,43,2
2220,44,2
2220,81,1
2221,68,1
2222,5,3
2222,0,2
2223,6,1
2224,15,3
2224,60,2
2224,77,3
2224,59,3
2225,14,1
2226,20,1
2226,59,3
2226,44,2
2227,12,3
2228,25,3
2229,54,2
2230,68,3
2231,50,2
2232,39,2
2232,50,1
2232,81,1
2233,46,1
2234,43,3
2235,99,2
2236,70,1
2237,5,3
2238,60,2
2238,52,3
2239,77,3
2240,40,2
2240,42,3
2241,64,3
2242,9,2
2243,92,2
2243,13,3
2243,15,1
2243,27,3
2244,70,1
2244,71,2
2245,99,2
2245,86,1
2245,83,2
2245,37,3
2246,45,2
2246,23,1
2247,77,1
2248,79,1
2249,50,3
2250,89,1
2251,87,2
2251,75,1
2252,15,2
2252,70,1
2252,80,2
2253,60,1
2253,58,2
2254,64,1
2254,80,1
2255,13,1
2256,27,3
2256,7,3
2257,61,2
2258,77,3
2258,35,3
2258,88,1
2259,8,2
2259,81,1
2260,11,2
2261,62,3
2261,62,2
2262,89,1
2263,93,1
2264,57,1
2264,6,2
2265,2,1
2266,73,2
2266,92,1
2266,1,2
2267,56,1
2268,59,1
2269,70,1
2269,91,2
2270,55,2
2271,88,2
2272,96,2
2273,4,1
2273,72,2
2274,93,1
2275,56,3
2275,94,1
2275,36,3
2276,72,2
2277,95,2
2278,60,2
2279,44,3
2279,25,1
2279,17,2
2280,68,1
2280,50,1
2281,28,1
2282,96,3
2283,81,3
2283,22,2
2283,55,1
2283,22,2
2284,94,1
2284,75,2
2284,90,1
2284,65,2
2284,44,3
2284,10,1
2285,46,2
2285,72,1
2286,88,3
2287,80,2
2288,15,2
2288,28,1
2288,60,2
2289,60,1
2289,20,1
2289,17,3
2290,22,2
2291,93,1
2291,49,1
2292,75,2
2293,22,3
2293,88,3
2293,29,2
2293,41,3
2294,34,3
2294,53,1
2294,15,3
2295,30,2
2296,26,1
2297,44,3
2298,61,2
2299,81,2
2300,7,1
2300,83,1
2301,70,2
2301,23,3
2301,41,1
2301,26,3
2301,81,3
2302,77,1
2302,88,1
2303,70,3
2303,17,3
2304,7,1
2305,79,1
2306,95,3
2307,63,1
2308,66,2
2308,13,1
2308,72,3
2309,45,2
2310,27,3
2311,21,1
2311,62,1
2312,9,3
2313,56,2
2313,32,3
2313,14,1
2313,49,2
2314,4,3
2314,28,2
2314,82,1
2315,75,2
2316,48,3
2316,26,3
2317,39,3
2317,99,3
2317,74,2
2318,4,1
2318,99,2
2319,44,1
2319,86,3
2320,66,1
2320,44,2
2320,72,2
2321,100,2
2322,38,3
2322,41,2
2323,6,3
2324,100,2
2325,77,1
2325,2,2
2325,78,2
2326,61,2
2326,24,1
2326,85,2
2327,97,2
2327,86,1
2327,20,2
2328,27,1
2329,75,2
2329,11,2
2330,0,3
2331,51,2
2332,86,1
2332,46,3
2332,91,3
2333,45,3
2334,99,2
2334,58,2
2334,96,1
2335,83,2
2336,61,2
2336,35,3
2337,3,1
2338,3,1
2338,99,2
2338,68,1
2338,63,1
2339,100,1
2339,89,3
2339,19,1
2340,50,3
2341,19,2
2342,35,2
2342,47,1
2343,9,3
2344,1,2
2345,61,1
2345,83,3
2346,0,3
2346,53,1
2346,6,1
2346,5,1
2347,19,1
2347,33,1
2347,2,2
2348,6,2
2348,55,2
2348,9,1
2349,61,2
2349,96,1
2349,56,2
2349,55,2
2349,16,2
2349,35,3
2349,57,2
2350,74,1
2351,61,1
2352,93,2
2353,87,1
2353,75,1
2354,55,1
2354,20,3
2355,88,3
2356,58,3
2357,53,3
2358,17,1
2359,78,3
2360,82,2
2360,1,2
2361,76,1
2362,8,2
2362,62,2
2363,86,3
2363,98,2
2363,32,2
2363,43,1
2364,6,3
2365,91,2
2365,10,3
2366,22,3
2366,43,2
2367,83,1
2367,10,3
2368,86,2
2368,2,2
2368,51,3
2368,56,1
2369,19,2
2369,95,3
2370,21,1
2370,34,1
2370,77,3
2371,35,2
2371,27,2
2371,66,3
2371,83,2
2372,98,3
2373,34,1
2374,67,3
2374,58,1
2374,52,2
2374,99,2
2374,46,2
2374,38,3
2375,30,3
2375,23,2
2375,72,3
2375,12,3
2376,37,1
2376,22,3
2377,49,2
2377,6,1
2378,75,1
2378,54,3
2379,32,3
2380,29,1
2380,77,2
2381,26,3
2381,66,2
2382,66,1
2382,71,3
2382,43,2
2382,1,2
2382,21,2
2383,57,1
2384,53,3
2384,74,2
2384,28,1
2384,8,2
2384,34,1
2385,73,2
2385,1,1
2386,33,1
2387,67,3
2388,25,1
2389,37,1
2389,83,2
2390,54,1
2391,89,3
2392,74,1
2392,69,2
2392,73,1
2392,52,1
2393,78,3
2393,95,2
2393,57,1
2394,75,3
2395,31,2
2396,15,1
2396,88,1
2397,38,2
2397,99,2
2398,94,3
2399,65,2
2399,30,3
2400,57,2
2401,11,2
2401,89,1
2401,51,3
2401,90,3
2402,38,3
2402,60,1
2402,12,2
2403,1,1
2403,97,3
2404,88,2
2405,58,3
2406,25,3
2407,19,1
2408,49,3
2409,16,1
2409,61,3
2409,87,2
2409,10,1
2409,13,2
2410,10,2
2411,22,2
2412,88,1
2413,55,1
2414,14,1
2414,62,1
2414,28,2
2415,73,1
2415,63,1
2416,38,2
2416,58,1
2417,7,3
2418,69,3
2419,44,1
2420,18,1
2421,22,2
2421,84,3
2422,40,1
2422,80,2
2423,47,1
2424,15,1
2425,36,1
2426,48,1
2427,73,1
2427,3,1
2427,41,2
2427,15,2
2428,16,2
2428,91,2
2428,79,3
2428,74,1
2428,21,1
2428,21,1
2428,55,3
2429,11,3
2430,69,2
2431,45,1
2431,45,1
2431,42,3
2431,35,1
2431,9,1
2432,61,3
2432,7,2
2433,68,2
2433,68,2
2434,58,2
2435,32,3
2436,55,3
2436,62,2
2436,90,3
2436,54,2
2436,35,3
2437,73,2
2438,76,1
2439,36,3
2439,88,2
2439,91,1
2439,20,2
2440,95,3
2441,1,2
2442,70,3
2442,29,1
2442,45,2
2443,53,3
2444,30,2
2444,54,1
2445,39,2
2445,33,3
2445,0,2
2445,74,3
2446,70,2
2447,52,1
2448,61,2
2448,36,2
2449,95,2
2449,3,2
2450,60,3
2450,47,2
2451,59,3
2452,17,1
2452,100,1
2452,6,1
2453,4,1
2454,72,1
2455,41,1
2456,10,1
2456,43,3
2457,73,2
2457,90,2
2457,24,1
2458,54,1
2458,94,3
2458,49,2
2459,6,2
2459,9,1
2460,34,1
2461,27,2
2462,92,3
2463,57,2
2464,41,2
2465,39,3
2466,90,2
2466,68,1
2466,50,3
2466,62,2
2466,11,2
2467,36,2
2468,33,2
2469,30,1
2469,40,2
2469,66,1
2469,55,2
2470,4,2
2470,48,2
2470,37,2
2471,41,1
2472,73,2
2473,63,2
2473,3,2
2473,86,1
2474,66,1
2475,5,2
2476,55,1
2476,79,1
2476,57,1
2476,63,1
2477,39,1
2478,89,3
2479,9,2
2480,97,1
2480,27,2
2480,69,1
2481,6,2
2482,22,2
2483,78,2
2483,85,1
2484,47,2
2485,36,3
2486,42,1
2487,81,3
2487,35,3
2488,2,1
2488,80,1
2489,10,2
2490,14,3
2490,16,3
2490,77,1
2490,88,2
2490,93,1
2491,97,1
2491,41,3
2492,87,2
2492,17,2
2493,45,1
2494,56,2
2494,85,1
2495,90,1
2496,98,2
2497,55,3
2498,30,1
2499,2,3
2500,71,1
2500,65,2
2501,19,1
2501,40,1
2502,38,3
2502,85,2
2503,54,1
2503,39,2
2503,86,1
2504,45,2
2504,89,2
2505,46,2
2505,46,2
2506,19,1
2506,70,2
2507,74,2
2507,52,3
2508,57,3
2509,57,3
2510,56,2
2511,33,3
2511,76,2
2511,60,2
2512,34,3
2512,83,1
2512,85,3
2512,86,1
2512,44,1
2513,31,3
2514,4,3
2514,60,1
2515,24,3
2516,76,3
2516,57,3
2516,8,2
2517,48,2
2518,47,2
2518,80,3
2519,51,2
2520,53,1
2521,40,3
2521,50,1
2521,7,3
2522,0,3
2523,61,1
2524,82,1
2524,74,2
2525,5,3
2526,19,3
2526,16,2
2527,36,1
2527,35,2
2528,99,3
2529,25,3
2529,15,1
2530,40,3
2530,27,1
2531,56,2
2532,15,1
2532,86,2
2533,13,2
2534,21,1
2534,13,2
2535,62,2
2535,79,1
2536,8,1
2537,62,2
2537,90,1
2537,94,3
2538,41,3
2539,59,2
2540,72,2
2541,51,3
2542,71,2
2543,26,3
2544,33,1
2544,54,1
2544,85,3
2544,92,2
2544,41,2
2545,47,1
2546,90,2
2547,88,1
2547,2,1
2547,61,3
2548,36,2
2548,48,2
2549,43,2
2550,89,1
2551,66,1
2551,44,1
2551,56,3
2551,38,1
2551,31,2
2551,60,1
2551,24,1
2552,99,1
2553,8,1
2554,21,3
2555,18,2
2555,74,2
2556,52,2
2556,89,3
2557,86,1
2557,98,2
2558,91,1
2558,43,1
2559,66,1
2559,90,2
2559,47,1
2560,14,2
2560,64,1
2561,37,1
2562,99,2
2563,5,1
2564,91,3
2564,27,3
2564,96,2
2564,39,1
2564,88,2
2565,50,1
2565,19,2
2565,69,2
2566,35,2
2566,47,2
2567,28,2
2568,86,3
2568,98,1
2569,12,2
2570,100,2
2571,80,3
2571,80,1
2572,99,2
2573,37,2
2574,53,2
2574,53,3
2574,18,1
2574,54,2
2575,78,2
2575,36,1
2576,14,2
2576,81,1
2577,11,3
2578,35,3
2579,43,1
2580,80,3
2580,85,3
2581,1,2
2581,64,1
2582,90,1
2583,0,2
2584,35,1
2585,93,2
2585,23,2
2586,84,3
2587,3,2
2587,65,1
2588,84,1
2589,74,1
2589,40,3
2590,2,3
2591,35,3
2592,76,2
2592,5,2
2593,43,2
2594,29,2
2594,97,3
2595,53,2
2596,68,1
2597,17,3
2598,17,3
2598,68,1
2599,95,3
2599,11,3
2599,95,2
2600,80,3
2601,84,1
2601,36,3
2602,56,3
2603,1,2
2604,17,1
2604,59,1
2605,95,3
2606,61,3
2606,65,2
2607,60,3
2608,55,1
2608,14,2
2608,22,2
2608,74,1
2608,8,2
2609,96,2
2610,90,1
2610,52,1
2610,46,2
2611,36,3
2611,8,3
2611,76,3
2611,51,3
2611,29,1
2612,54,1
2613,27,1
2613,65,3
2613,69,2
2613,13,2
2614,52,2
2615,86,3
2615,82,2
2615,91,2
2615,98,2
2615,48,1
2616,48,3
2616,71,1
2617,65,1
2618,51,1
2618,98,1
2618,69,1
2619,40,2
2620,12,1
2621,1,2
2621,90,1
2622,70,1
2622,58,3
2623,82,2
2623,64,3
2623,22,2
2624,65,3
2624,98,1
2625,35,1
2625,89,3
2626,91,1
2627,46,3
2628,73,2
2628,1,3
2629,44,2
2629,58,2
2630,57,3
2631,40,1
2631,5,2
2631,28,3
2632,19,3
2632,49,2
2632,97,2
2633,83,1
2633,82,2
2634,95,1
2635,26,3
2636,46,2
2637,5,2
2638,13,1
2638,33,2
2639,83,2
2640,91,1
2640,97,2
2641,57,1
2642,47,1
2643,98,2
2644,17,3
2644,29,2
2644,88,2
2645,64,1
2645,7,3
2646,4,3
2646,61,3
2646,4,1
2646,57,2
2647,50,3
2648,29,2
2649,95,2
2650,98,3
2650,90,3
2650,28,3
2650,61,2
2651,64,3
2652,80,1
2653,37,3
2654,55,3
2654,71,3
2654,82,2
2654,79,3
2654,77,3
2654,60,1
2654,63,2
2655,71,3
2656,70,1
2657,3,3
2657,24,1
2658,38,2
2658,88,1
2658,21,3
2658,28,3
2658,86,2
2658,51,1
2659,23,3
2660,99,1
2661,0,1
2662,48,2
2663,75,3
2664,61,3
2664,96,2
2665,67,1
2665,54,3
2666,86,3
2667,0,3
2668,37,3
2668,38,1
2669,2,3
2670,60,3
2671,55,3
2671,98,1
2672,93,3
2673,74,2
2674,51,2
2675,45,2
2675,61,1
2675,45,2
2675,38,3
2675,12,3
2675,16,3
2675,61,2
2675,57,1
2675,21,2
2675,69,2
2676,73,3
2677,45,2
2678,73,1
2678,97,2
2679,89,3
2680,96,3
2681,40,1
2681,57,1
2682,54,3
2682,71,2
2682,67,2
2682,70,2
2682,24,1
2682,31,3
2682,29,1
2683,74,1
2683,45,2
2683,48,3
2683,95,2
2683,69,1
2683,43,3
2683,1,1
2684,64,3
2684,44,2
2685,43,3
2685,33,3
2686,36,1
2687,82,1
2687,97,1
2687,31,1
2688,45,1
2689,51,2
2690,79,3
2690,45,3
2691,56,1
2691,17,2
2692,91,2
2692,27,1
2693,87,3
2694,10,2
2694,20,3
2694,98,2
2694,7,2
2694,22,1
2694,12,3
2694,45,1
2695,23,2
2695,37,2
2695,12,3
2696,76,1
2696,24,2
2697,37,2
2698,100,3
2698,34,1
2699,89,2
2700,89,3
2700,41,1
2701,60,1
2701,31,3
2701,60,1
2702,33,2
2703,86,2
2703,23,1
2703,52,3
2704,93,2
2704,58,2
2704,68,3
2705,8,2
2705,57,2
2706,80,1
2706,43,3
2706,11,3
2706,55,1
2707,18,2
2708,79,2
2709,90,2
2710,19,3
2710,0,3
2711,15,2
2711,100,1
2712,89,1
2712,76,3
2712,13,1
2713,35,2
2713,61,2
2713,8,3
2714,23,2
2715,17,3
2715,39,1
2715,83,2
2716,43,1
2717,98,3
2718,76,1
2718,85,1
2719,13,3
2720,19,1
2721,20,2
2722,48,1
2723,13,1
2724,13,2
2725,70,2
2726,32,1
2726,19,1
2727,33,3
2727,14,3
2728,97,3
2728,65,3
2729,82,1
2730,93,3
2730,77,1
2730,53,2
2731,79,3
2732,60,2
2733,78,3
2733,47,2
2733,60,2
2734,44,3
2735,45,3
2735,30,2
2736,72,2
2737,40,2
2738,66,3
2739,71,2
2739,89,1
2740,11,1
2740,62,1
2741,68,3
2742,100,3
2743,55,1
2743,44,3
2743,14,2
2743,47,3
2744,75,1
2745,24,2
2746,38,3
2746,92,1
2747,67,2
2747,12,2
2747,96,3
2748,90,3
2749,61,3
2750,59,1
2751,90,2
2751,34,3
2751,35,1
2752,71,3
2753,78,1
2754,52,3
2754,81,3
2754,98,1
2754,47,3
2754,99,3
2755,11,3
2755,40,1
2756,0,3
2756,47,1
2757,91,3
2758,27,1
2759,44,1
2760,30,3
2761,18,3
2762,69,1
2762,69,2
2762,80,1
2763,80,1
2764,66,3
2764,43,2
2764,31,2
2764,47,3
2764,28,1
2764,61,1
2765,15,3
2765,21,1
2765,51,2
2766,36,2
2766,67,3
2766,67,3
2767,29,2
2768,86,2
2769,60,1
2770,4,1
2770,35,2
2770,40,3
2770,31,1
2771,43,3
2772,16,1
2772,66,1
2772,62,3
2773,48,3
2773,20,2
2774,6,3
2774,14,2
2775,22,2
2775,25,3
2776,5,1
2777,79,1
2777,95,2
2778,41,1
2779,41,2
2779,96,2
2779,3,1
2779,94,2
2780,23,3
2781,26,2
2781,50,2
2782,1,3
2783,42,1
2784,80,2
2784,38,3
2784,10,2
2784,14,3
2785,35,2
2785,46,3
2785,64,3
2785,69,3
2785,36,3
2786,50,3
2786,11,2
2786,89,2
2786,16,1
2786,68,3
2787,27,1
2788,50,1
2789,19,1
2789,52,2
2789,67,2
2789,88,2
2790,38,1
2790,81,3
2790,88,2
2791,66,1
2791,80,3
2791,76,1
2791,23,1
2792,88,2
2792,6,2
2792,52,3
2793,77,1
2794,43,3
2794,38,1
2794,69,3
2795,86,1
2795,75,3
2795,17,1
2795,19,2
2795,44,3
2795,72,3
2796,61,2
2797,13,3
2797,84,1
2798,44,2
2799,56,3
2800,27,3
2800,50,1
2800,95,1
2800,71,3
2801,52,3
2802,100,3
2802,17,2
2802,94,2
2802,62,1
2803,42,3
2803,26,2
2803,50,1
2804,10,1
2805,70,3
2805,62,3
2806,87,1
2807,54,1
2807,4,3
2807,16,3
2807,59,1
2807,93,1
2807,6,2
2807,75,3
2807,43,2
2807,75,3
2807,5,3
2807,64,1
2808,33,3
2809,18,1
2809,78,1
2809,54,2
2809,12,2
2809,12,1
2809,67,1
2809,16,1
2809,91,2
2809,75,2
2809,15,3
2809,67,3
2809,60,3
2810,56,3
2811,64,3
2812,18,3
2812,71,2
2812,55,2
2813,17,2
2813,70,3
2814,40,3
2814,99,1
2814,10,1
2814,58,3
2815,69,3
2815,96,1
2816,22,2
2816,38,2
2816,17,3
2817,65,2
2818,94,3
2818,11,3
2818,19,2
2819,56,2
2819,61,3
2820,59,3
2820,49,1
2820,59,1
2821,91,2
2821,37,1
2822,60,1
2822,65,1
2823,60,2
2823,8,1
2824,13,1
2825,56,2
2826,44,2
2827,55,1
2828,2,1
2828,19,1
2829,40,2
2829,28,1
2829,36,2
2830,27,2
2830,98,1
2831,81,3
2832,33,3
2832,38,1
2832,98,2
2832,78,1
2833,66,1
2834,78,3
2834,88,2
2835,53,1
2836,86,2
2837,4,2
2837,88,2
2837,67,2
2838,35,3
2839,93,1
2840,36,2
2841,34,1
2841,85,2
2842,28,3
2843,100,3
2843,49,1
2844,8,1
2845,21,2
2845,57,3
2845,58,1
2846,38,2
2847,69,2
2848,75,3
2849,94,2
2849,36,2
2849,63,2
2850,70,3
2851,84,2
2851,78,3
2851,91,1
2852,92,1
2853,39,2
2853,6,2
2853,28,3
2854,38,3
2855,16,3
2856,44,1
2857,36,1
2857,44,3
2857,34,1
2857,54,3
2857,76,1
2857,5,1
2857,58,2
2857,98,1
2857,45,1
2857,10,3
2858,99,1
2859,28,2
2859,15,3
2860,35,3
2861,73,2
2862,36,3
2863,64,2
2863,35,3
2863,65,1
2863,93,3
2863,67,3
2864,23,2
2865,87,3
2865,11,2
2866,69,3
2867,27,2
2868,90,2
2868,44,2
2868,78,1
2869,54,1
2870,4,2
2870,68,3
2870,78,1
2870,68,2
2870,5,3
2871,14,1
2871,1,3
2871,92,1
2871,32,3
2871,58,2
2872,49,3
2872,30,3
2872,92,2
2872,47,3
2873,93,2
2874,61,1
2875,47,3
2876,37,2
2876,41,1
2877,53,2
2878,16,3
2879,92,3
2879,58,3
2880,68,3
2881,43,3
2881,86,3
2882,75,3
2883,92,1
2884,41,1
2885,33,3
2885,9,2
2886,4,1
2886,21,3
2886,71,1
2886,3,3
2887,71,1
2888,26,1
2888,51,3
2888,19,2
2888,82,1
2889,82,2
2889,60,2
2890,52,3
2890,66,2
2891,52,3
2892,37,2
2893,32,3
2893,71,3
2893,7,2
2894,93,3
2895,15,3
2895,67,1
2896,57,1
2896,88,2
2897,10,1
2897,77,1
2898,51,1
2899,30,3
2899,3,1
2899,73,2
2900,90,1
2901,11,1
2901,38,1
2901,40,1
2901,82,1
2902,41,2
2903,13,1
2903,32,3
2904,68,2
2905,29,2
2905,69,1
2905,0,3
2906,0,2
2907,28,3
2907,14,2
2908,53,1
2909,57,2
2909,81,3
2910,73,3
2911,3,3
2912,96,3
2912,97,1
2912,22,2
2913,34,3
2913,42,2
2913,28,3
2914,9,1
2914,19,3
2915,48,3
2916,54,3
2916,68,2
2917,23,1
2918,29,2
2919,42,2
2919,67,1
2919,36,3
2919,39,3
2919,23,1
2920,21,2
2921,30,3
2921,82,2
2921,80,3
2922,70,1
2923,29,1
2923,56,3
2923,61,1
2924,53,1
2924,39,2
2924,22,1
2924,76,2
2924,42,3
2924,31,1
2925,90,1
2926,56,2
2927,72,2
2928,40,1
2928,1,3
2928,7,1
2928,17,1
2928,13,3
2928,10,2
2928,75,1
2928,99,1
2928,54,1
2928,84,3
2929,33,3
2930,81,3
2931,52,3
2931,29,2
2932,54,1
2932,7,3
2933,80,3
2934,88,2
2934,71,2
2935,42,1
2936,81,1
2937,81,2
2937,16,1
2937,36,3
2937,76,3
2937,15,2
2938,54,3
2938,1,1
2938,98,1
2939,29,1
2940,31,1
2941,72,3
2942,46,3
2943,72,1
2943,22,3
2943,99,3
2944,18,2
2945,32,1
2946,15,1
2946,45,2
2947,33,2
2948,14,1
2948,42,1
2948,59,1
2949,35,2
2949,7,2
2949,98,1
2949,81,1
2950,62,1
2951,70,1
2952,3,2
2953,90,2
2954,69,1
2954,97,3
2955,37,1
2956,20,2
2957,9,2
2957,71,3
2957,95,2
2957,75,3
2958,21,2
2959,94,2
2959,90,2
2960,8,1
2961,62,2
2961,76,1
2962,80,2
2963,80,3
2963,6,1
2964,40,3
2965,51,2
2965,28,3
2966,71,3
2967,27,1
2967,45,2
2967,3,2
2967,26,2
2967,0,1
2967,98,2
2968,92,1
2969,54,1
2970,99,1
2970,0,3
2971,72,3
2972,89,1
2973,35,2
2973,47,1
2973,67,2
2973,18,2
2974,6,3
2975,57,1
2975,97,2
2976,85,2
2977,87,3
2978,6,3
2978,77,2
2978,52,1
2979,37,2
2979,29,1
2980,96,1
2980,59,2
2980,84,3
2981,45,3
2981,9,3
2981,73,3
2981,51,1
2982,96,1
2982,37,2
2982,1,3
2983,46,1
2984,45,1
2985,55,2
2986,44,3
2987,11,3
2988,48,2
2988,44,2
2988,24,3
2988,28,2
2988,1,2
2988,24,2
2989,76,2
2990,6,3
2990,3,2
2991,42,1
2991,55,3
2991,42,1
2992,1,3
2992,11,3
2993,18,3
2994,0,2
2995,47,3
2995,52,3
2996,80,3
2997,41,1
2998,99,2
2998,60,1
2998,6,1
2998,9,1
2999,94,3
3000,74,2
3000,53,3
3000,91,2
3000,6,3
3000,84,1
3001,88,3
3002,73,1
3003,92,3
3004,70,2
3005,48,2
3005,1,3
3006,87,2
3006,35,3
3006,72,2
3006,30,3
3007,12,1
3007,16,3
3007,36,3
3007,48,3
3008,27,2
3008,40,1
3009,78,2
3009,74,3
3010,9,1
3010,100,1
3010,74,2
3010,64,3
3010,80,2
3010,89,2
3010,22,3
3010,34,1
3011,14,2
3012,35,1
3013,100,1
3013,58,2
3013,76,3
3014,20,2
3014,58,3
3015,81,2
3016,67,2
3017,53,3
3017,50,1
3017,32,3
3017,42,1
3018,56,3
3018,83,1
3018,36,3
3019,49,1
3019,31,2
3019,97,1
3019,34,1
3020,95,2
3021,52,1
3022,51,1
3023,50,2
3023,86,1
3023,50,3
3024,20,2
3025,25,1
3025,76,3
3025,33,1
3025,90,3
3026,37,3
3026,83,3
3026,99,3
3027,49,3
3027,32,3
3028,63,2
3028,97,1
3029,69,2
3029,42,3
3030,88,1
3031,59,3
3031,64,3
3032,67,3
3033,99,2
3033,36,1
3034,46,3
3034,29,2
3034,7,3
3034,100,2
3035,26,1
3035,88,3
3036,87,2
3037,50,2
3037,82,2
3038,57,2
3039,5,1
3040,17,1
3041,21,2
3042,31,1
3042,79,3
3042,92,1
3042,61,2
3043,72,2
3043,66,1
3043,57,2
3044,40,3
3044,100,3
3044,48,1
3044,67,2
3044,21,3
3044,91,2
3045,31,2
3046,45,1
3047,82,1
3048,81,3
3049,30,1
3049,55,3
3049,20,3
3049,26,3
3049,36,1
3050,76,2
3050,93,1
3051,22,3
3052,38,1
3052,12,1
3053,54,2
3053,80,3
3054,70,2
3055,95,2
3055,2,2
3056,4,3
3057,82,2
3057,81,2
3058,62,3
3058,90,1
3059,42,1
3059,1,1
3059,48,1
3060,89,3
3060,31,1
3061,45,3
3062,17,1
3063,69,1
3064,78,2
3064,17,3
3065,30,3
3065,98,2
3066,57,1
3067,22,1
3068,32,3
3069,68,1
3070,66,1
3070,27,3
3071,38,2
3072,17,1
3072,17,1
3072,48,3
3072,21,1
3072,79,3
3073,57,1
3074,90,2
3075,71,3
3076,1,3
3076,57,1
3077,65,2
3077,1,2
3078,82,2
3079,29,1
3080,7,2
3080,76,1
3081,17,2
3082,28,1
3082,96,1
3083,70,1
3083,33,2
3083,28,2
3083,74,2
3084,91,2
3084,2,3
3085,21,3
3086,86,2
3086,91,2
3086,16,3
3086,29,2
3086,65,3
3086,52,2
3087,15,3
3087,30,1
3087,24,1
3088,11,3
3088,83,1
3088,25,2
3089,76,3
3089,65,2
3090,20,1
3091,15,1
3091,31,1
3091,95,1
3091,74,2
3091,75,1
3091,72,1
3091,73,2
3092,65,3
3092,9,3
3092,59,3
3092,1,3
3093,2,1
3093,95,1
3093,76,1
3093,13,3
3093,9,3
3094,93,1
3094,33,2
3094,30,1
3094,17,2
3095,4,3
3096,87,3
3097,45,3
3098,49,1
3099,74,3
3099,62,3
3100,7,1
3101,49,3
3101,93,2
3101,53,2
3101,60,3
3101,86,2
3102,83,2
3102,49,2
3103,61,1
3103,0,3
3104,75,1
3104,34,3
3105,27,2
3105,44,2
3105,46,3
3105,41,1
3106,43,2
3106,100,1
3107,8,1
3108,56,2
3109,56,1
3110,10,3
3110,71,2
3110,79,2
3111,63,3
3112,75,2
3113,88,3
3113,71,1
3114,72,1
3115,76,3
3115,55,3
3116,5,2
3117,79,3
3118,39,3
3119,100,3
3120,29,1
3120,92,2
3121,24,2
3121,38,1
3122,59,1
3123,47,2
3123,7,2
3124,72,1
3125,48,3
3126,83,2
3127,39,3
3127,34,1
3127,91,2
3128,89,1
3128,13,2
3129,29,3
3130,46,2
3130,7,3
3131,27,1
3131,48,3
3131,27,2
3131,67,1
3131,71,2
3132,26,3
3132,55,2
3133,34,2
3133,41,3
3133,41,2
3134,21,3
3135,6,1
3135,69,1
3135,84,3
3136,76,3
3137,40,3
3138,21,1
3139,28,1
3139,33,1
3139,47,1
3139,43,3
3139,64,1
3139,83,3
3139,20,1
3140,39,1
3140,50,2
3140,26,2
